evidence_record_id,study_reference_id,within_study_evidence_no,author_year,title,evidence_source_category,pathway_level_1_category,pathogen,original_quote,evidence_type_category,mechanism_support_category,effect_direction_category,time_scale_category,spatial_context_category,extraction_date
EVID_178-M5,178,5,Chattopadhya (2021),Hospital Premises as a Potential Reservoir of Antimicrobial Resistance,Discussion interpretation,Environment-mediated pathways,E.coli; K.pneumoniae,"“An upcoming health care set up as the present one with numerous subsurface reservoirs in the hospital premises receiving untreated hospital sewage with improperly covered lids, or breach in the integrity of the sewage collection channel may provide opportunity for overflow of untreated sewage into surrounding areas.” (p.21, para.1)",Observational,Theoretical support,Promoting AMR,Observational cumulative/seasonal,Built or engineered environment,2026-01-11
EVID_178-M6,178,6,Chattopadhya (2021),Hospital Premises as a Potential Reservoir of Antimicrobial Resistance,Results and discussion integration,Environment-mediated pathways,E.coli; K.pneumoniae,"“The present study provides evidence in favor of spread of AMR from hospital environment including sewage effluents to the soil in the premises of the hospital following monsoon season.” (p.21, para.1)",Observational,Indirect empirical support,Promoting AMR,Observational cumulative/seasonal,Built or engineered environment,2026-01-11
EVID_179-M1,179,1,Cassone (2021),Seasonal Patterns in Incidence and Antimicrobial Resistance of Common Bacterial Pathogens in Nursing Home Patients and Their Rooms,Results,Socio-ecological mediation,VRE,"“We observed spring peaks in the incidence of vancomycin-resistant enterococci (1.70 peak to trough ratio for both patient and environmental isolates)” (p.1, para.3)",Observational,Indirect empirical support,Promoting AMR,Observational cumulative/seasonal,Built or engineered environment,2026-01-11
EVID_179-M2,179,2,Cassone (2021),Seasonal Patterns in Incidence and Antimicrobial Resistance of Common Bacterial Pathogens in Nursing Home Patients and Their Rooms,Results,Socio-ecological mediation,MRSA,"“and methicillin-resistant Staphylococcus aureus (1.95 peak to trough ratio for patient isolates, 1.50 for environmental isolates).” (p.1, para.3)",Observational,Indirect empirical support,Promoting AMR,Observational cumulative/seasonal,Built or engineered environment,2026-01-11
EVID_179-M3,179,3,Cassone (2021),Seasonal Patterns in Incidence and Antimicrobial Resistance of Common Bacterial Pathogens in Nursing Home Patients and Their Rooms,Results,Socio-ecological mediation,K.pneumoniae,"“We also observed summer peaks in Klebsiella pneumoniae (1.83 and 1.82 peak to trough ratio for patient and environmental isolates, respectively),” (p.1, para.3)",Observational,Indirect empirical support,Promoting AMR,Observational cumulative/seasonal,Built or engineered environment,2026-01-11
EVID_179-M4,179,4,Cassone (2021),Seasonal Patterns in Incidence and Antimicrobial Resistance of Common Bacterial Pathogens in Nursing Home Patients and Their Rooms,Results,Direct biological mechanisms,E.coli,"“and ciprofloxacin-resistant Escherichia coli. Susceptible S. aureus and E. coli did not follow seasonal patterns.” (p.1, para.3)",Observational,Indirect empirical support,Promoting AMR,Observational cumulative/seasonal,Built or engineered environment,2026-01-11
EVID_179-M5,179,5,Cassone (2021),Seasonal Patterns in Incidence and Antimicrobial Resistance of Common Bacterial Pathogens in Nursing Home Patients and Their Rooms,Results,Direct biological mechanisms,VRE,"“For VRE, patient and environmental incidence data followed similar seasonal patterns with a spring peak in both cases (Figure 1B). Specifically, 3-month incidence averages peaked at 63.43 per 1,000 patient days (environment) and 38.98 (patients), compared to 37.20 and 22.86 at the trough, respectively (70.5% increase from trough to peak in both cases) (p < 0.05 for both patient and environment).” (p.3, para.2)",Observational,Indirect empirical support,Promoting AMR,Observational cumulative/seasonal,Built or engineered environment,2026-01-11
EVID_179-M6,179,6,Cassone (2021),Seasonal Patterns in Incidence and Antimicrobial Resistance of Common Bacterial Pathogens in Nursing Home Patients and Their Rooms,Results,Direct biological mechanisms,MRSA; MSSA,"“the ratio of MRSA to MSSA shows a peak in spring and a trough in winter (ratio 0.96, p < 0.0001 and 0.81, p < 0.01 for patient isolates and for environmental isolates, respectively). Specifically, the peak ratio was 1.48 for environmental and 1.87 for patient isolates. In winter, instead, more MSSA were isolated than MRSA (ratio of 0.86 and 0.91, respectively).” (p.3, para.3)",Observational,Indirect empirical support,Bidirectional or mixed,Observational cumulative/seasonal,Built or engineered environment,2026-01-11
EVID_179-M7,179,7,Cassone (2021),Seasonal Patterns in Incidence and Antimicrobial Resistance of Common Bacterial Pathogens in Nursing Home Patients and Their Rooms,Results,Socio-ecological mediation,E.coli,"“Quinolone antibiotics use was lower in fall, with a minimum of 7% of all patients, and higher in spring (up to 13% of all patients, p < 0.01), with a tendency to precede the seasonal increase in E. coli incidence, and especially the increase in ciprofloxacin-resistant to -susceptible ratio (Figure 1D).” (p.3, para.5)",Observational,Indirect empirical support,Promoting AMR,Observational cumulative/seasonal,Built or engineered environment,2026-01-11
EVID_183-M1,183,1,Brouwer (2024),Extended spectrum cephalosporin (ESC) resistant Escherichia coli: Trends and seasonality in the Netherlands from 2014 to 2022,Results and discussion integration,Direct biological mechanisms,E.coli,"“Furthermore, the prevalence of ESC-resistant E. coli is positively correlated with warmer seasons (summer and autumn) for both dairy cattle and veal calves, while no associations were found for broilers and slaughter pigs.” (p.1, para.1)",Observational,Indirect empirical support,Promoting AMR,Observational cumulative/seasonal,Built or engineered environment,2026-01-11
EVID_183-M2,183,2,Brouwer (2024),Extended spectrum cephalosporin (ESC) resistant Escherichia coli: Trends and seasonality in the Netherlands from 2014 to 2022,Results,Direct biological mechanisms,E.coli,"“Furthermore, a significant difference in average prevalence is measured between the summer and autumn seasons, which are predicted by the model at ~20 % versus ~5 % in the winter and spring seasons.” (p.2, para.4)",Observational,Direct empirical support,Promoting AMR,Observational cumulative/seasonal,Built or engineered environment,2026-01-11
EVID_183-M3,183,3,Brouwer (2024),Extended spectrum cephalosporin (ESC) resistant Escherichia coli: Trends and seasonality in the Netherlands from 2014 to 2022,Results,Direct biological mechanisms,E.coli,"“In both sectors of veal calves, a significant difference is measured in the model for the seasons (Table 1). In rosé veal calves, this prevalence was ~49 % in summer and autumn versus ~19 % in winter and spring. In white veal calves, this was ~61 % in summer and autumn versus ~39 % in winter and spring.” (p.2, para.6)",Observational,Direct empirical support,Promoting AMR,Observational cumulative/seasonal,Built or engineered environment,2026-01-11
EVID_183-M4,183,4,Brouwer (2024),Extended spectrum cephalosporin (ESC) resistant Escherichia coli: Trends and seasonality in the Netherlands from 2014 to 2022,Results,Direct biological mechanisms,E.coli,"“Dairy cattle … Summer (Q2) … 22.00 (b) … Autumn (Q3) … 18.00 (b) … Spring (Q1) … 5.50 (a) … Winter (Q4) … 4.90 (a)” (p.4, Table 1)
; “Rosé veal … Summer (Q2) … 49.30 (b) … Autumn (Q3) … 49.50 (b) … Spring (Q1) … 19.10 (a) … Winter (Q4) … 19.50 (a)” (p.4, Table 1)
; “White veal … Summer (Q2) … 61.00 (b) … Autumn (Q3) … 62.00 (b) … Spring (Q1) … 40.00 (a) … Winter (Q4) … 38.00 (a)” (p.4, Table 1)",Observational,Direct empirical support,Promoting AMR,Observational cumulative/seasonal,Built or engineered environment,2026-01-11
EVID_183-M5,183,5,Brouwer (2024),Extended spectrum cephalosporin (ESC) resistant Escherichia coli: Trends and seasonality in the Netherlands from 2014 to 2022,Discussion interpretation,Environment-mediated pathways,E.coli,"“In dairy cattle, rosé and white veal calves, a determined seasonal pattern was detected in which a peak in prevalence of ESC-resistant E. coli was observed in summer and autumn compared to winter and spring. While the average temperature in spring and autumn are similar, the differences in ESBL prevalence between these seasons may be caused by a delayed effect from the warmer summer season, similar to the results described by Bock et al. [29]. The presence or absence of seasonality in different types of livestock may lie in the types of stables that are used.” (p.5, para.6)",Observational,Indirect empirical support,Promoting AMR,Observational cumulative/seasonal,Built or engineered environment,2026-01-11
EVID_183-M6,183,6,Brouwer (2024),Extended spectrum cephalosporin (ESC) resistant Escherichia coli: Trends and seasonality in the Netherlands from 2014 to 2022,Discussion theoretical interpretation,Socio-ecological mediation,E.coli,"“While the air temperature is considered in most studies mentioned above, other factors may play a role in the observed seasonality of ESC-resistant E. coli prevalence in dairy cattle and veal calves, for which antimicrobial usage is the most obvious.” (p.5, para.7)",Observational,Theoretical support,Uncertain,Observational cumulative/seasonal,Built or engineered environment,2026-01-11
EVID_184-M1,184,1,irošová (2014),Pilot study of seasonal occurrence and distribution of antibiotics and drug resistant bacteria in wastewater treatment plants in Slovakia,Results and discussion integration,Environment-mediated pathways,Coliforms,"“Sampling was repeated also in summer. Prevalence of resistant coli_xFFFE_form strains in August decreased a little, especially in case of EUCAST re_xFFFE_sistance breakpoints. On the other hand, in summer sludge from plant B, an increase of gentamicin and tetracycline resistance according to the US norm was observed. This can be connected with the high levels of antibiotics in summer influent water in this plant.” (p.443, para.2)",Observational,Indirect empirical support,Promoting AMR,Observational cumulative/seasonal,Built or engineered environment,2026-01-11
EVID_184-M2,184,2,Birošová (2014),Pilot study of seasonal occurrence and distribution of antibiotics and drug resistant bacteria in wastewater treatment plants in Slovakia,Results and discussion integration,Environment-mediated pathways,Coliforms,"“Antibiotic concentrations exceeding the resistance breakpoints were chosen. Results are summa_xFFFE_rized in Fig. 1. It is evident that the prevalence of tetracycline, chloram_xFFFE_phenicol and gentamicin high-level resistant strains in the summer sludge increased.” (p.443, para.3)",Observational,Indirect empirical support,Promoting AMR,Observational cumulative/seasonal,Built or engineered environment,2026-01-11
